buying,maint,doors,persons,lug_boot,safety,PRICE,CONFORT,condition
vhigh,high,four,two,med,med,vhigh_high,four_two_med,unacc
vhigh,high,four,two,med,high,vhigh_high,four_two_med,unacc
vhigh,high,four,two,big,low,vhigh_high,four_two_big,unacc
vhigh,high,four,two,big,med,vhigh_high,four_two_big,unacc
vhigh,high,four,two,big,high,vhigh_high,four_two_big,unacc
vhigh,high,four,four,small,low,vhigh_high,four_four_small,unacc
vhigh,high,four,four,small,med,vhigh_high,four_four_small,unacc
vhigh,high,four,four,small,high,vhigh_high,four_four_small,unacc
vhigh,high,four,four,med,low,vhigh_high,four_four_med,unacc
vhigh,high,four,four,med,med,vhigh_high,four_four_med,unacc
vhigh,high,four,four,med,high,vhigh_high,four_four_med,unacc
vhigh,high,four,four,big,low,vhigh_high,four_four_big,unacc
vhigh,high,four,four,big,med,vhigh_high,four_four_big,unacc
vhigh,high,four,four,big,high,vhigh_high,four_four_big,unacc
vhigh,high,four,more,small,low,vhigh_high,four_more_small,unacc
vhigh,high,four,more,small,med,vhigh_high,four_more_small,unacc
vhigh,high,four,more,small,high,vhigh_high,four_more_small,unacc
vhigh,high,four,more,med,low,vhigh_high,four_more_med,unacc
vhigh,high,four,more,med,med,vhigh_high,four_more_med,unacc
vhigh,high,four,more,med,high,vhigh_high,four_more_med,unacc
vhigh,high,four,more,big,low,vhigh_high,four_more_big,unacc
vhigh,high,four,more,big,med,vhigh_high,four_more_big,unacc
vhigh,high,four,more,big,high,vhigh_high,four_more_big,unacc
vhigh,high,five_or_more,two,small,low,vhigh_high,five_or_more_two_small,unacc
vhigh,high,five_or_more,two,small,med,vhigh_high,five_or_more_two_small,unacc
vhigh,high,five_or_more,two,small,high,vhigh_high,five_or_more_two_small,unacc
vhigh,high,five_or_more,two,med,low,vhigh_high,five_or_more_two_med,unacc
vhigh,high,five_or_more,two,med,med,vhigh_high,five_or_more_two_med,unacc
vhigh,high,five_or_more,two,med,high,vhigh_high,five_or_more_two_med,unacc
vhigh,high,five_or_more,two,big,low,vhigh_high,five_or_more_two_big,unacc
vhigh,high,five_or_more,two,big,med,vhigh_high,five_or_more_two_big,unacc
vhigh,high,five_or_more,two,big,high,vhigh_high,five_or_more_two_big,unacc
vhigh,high,five_or_more,four,small,low,vhigh_high,five_or_more_four_small,unacc
vhigh,high,five_or_more,four,small,med,vhigh_high,five_or_more_four_small,unacc
vhigh,high,five_or_more,four,small,high,vhigh_high,five_or_more_four_small,unacc
vhigh,high,five_or_more,four,med,low,vhigh_high,five_or_more_four_med,unacc
vhigh,high,five_or_more,four,med,med,vhigh_high,five_or_more_four_med,unacc
vhigh,high,five_or_more,four,med,high,vhigh_high,five_or_more_four_med,unacc
vhigh,high,five_or_more,four,big,low,vhigh_high,five_or_more_four_big,unacc
vhigh,high,five_or_more,four,big,med,vhigh_high,five_or_more_four_big,unacc
vhigh,high,five_or_more,four,big,high,vhigh_high,five_or_more_four_big,unacc
vhigh,high,five_or_more,more,small,low,vhigh_high,five_or_more_more_small,unacc
vhigh,high,five_or_more,more,small,med,vhigh_high,five_or_more_more_small,unacc
vhigh,high,five_or_more,more,small,high,vhigh_high,five_or_more_more_small,unacc
vhigh,high,five_or_more,more,med,low,vhigh_high,five_or_more_more_med,unacc
vhigh,high,five_or_more,more,med,med,vhigh_high,five_or_more_more_med,unacc
vhigh,high,five_or_more,more,med,high,vhigh_high,five_or_more_more_med,unacc
vhigh,high,five_or_more,more,big,low,vhigh_high,five_or_more_more_big,unacc
vhigh,high,five_or_more,more,big,med,vhigh_high,five_or_more_more_big,unacc
vhigh,high,five_or_more,more,big,high,vhigh_high,five_or_more_more_big,unacc
vhigh,med,two,two,small,low,vhigh_med,two_two_small,unacc
vhigh,med,two,two,small,med,vhigh_med,two_two_small,unacc
vhigh,med,two,two,small,high,vhigh_med,two_two_small,unacc
vhigh,med,two,two,med,low,vhigh_med,two_two_med,unacc
vhigh,med,two,two,med,med,vhigh_med,two_two_med,unacc
vhigh,med,two,two,med,high,vhigh_med,two_two_med,unacc
vhigh,med,two,two,big,low,vhigh_med,two_two_big,unacc
vhigh,med,two,two,big,med,vhigh_med,two_two_big,unacc
vhigh,med,two,two,big,high,vhigh_med,two_two_big,unacc
vhigh,med,two,four,small,low,vhigh_med,two_four_small,unacc
vhigh,med,two,four,small,med,vhigh_med,two_four_small,unacc
vhigh,med,two,four,small,high,vhigh_med,two_four_small,acc
vhigh,med,two,four,med,low,vhigh_med,two_four_med,unacc
vhigh,med,two,four,med,med,vhigh_med,two_four_med,unacc
vhigh,med,two,four,med,high,vhigh_med,two_four_med,acc
vhigh,med,two,four,big,low,vhigh_med,two_four_big,unacc
vhigh,med,two,four,big,med,vhigh_med,two_four_big,acc
vhigh,med,two,four,big,high,vhigh_med,two_four_big,acc
vhigh,med,two,more,small,low,vhigh_med,two_more_small,unacc
vhigh,med,two,more,small,med,vhigh_med,two_more_small,unacc
vhigh,med,two,more,small,high,vhigh_med,two_more_small,unacc
vhigh,med,two,more,med,low,vhigh_med,two_more_med,unacc
vhigh,med,two,more,med,med,vhigh_med,two_more_med,unacc
vhigh,med,two,more,med,high,vhigh_med,two_more_med,acc
vhigh,med,two,more,big,low,vhigh_med,two_more_big,unacc
vhigh,med,two,more,big,med,vhigh_med,two_more_big,acc
vhigh,med,two,more,big,high,vhigh_med,two_more_big,acc
vhigh,med,three,two,small,low,vhigh_med,three_two_small,unacc
vhigh,med,three,two,small,med,vhigh_med,three_two_small,unacc
vhigh,med,three,two,small,high,vhigh_med,three_two_small,unacc
vhigh,med,three,two,med,low,vhigh_med,three_two_med,unacc
vhigh,med,three,two,med,med,vhigh_med,three_two_med,unacc
vhigh,med,three,two,med,high,vhigh_med,three_two_med,unacc
vhigh,med,three,two,big,low,vhigh_med,three_two_big,unacc
vhigh,med,three,two,big,med,vhigh_med,three_two_big,unacc
vhigh,med,three,two,big,high,vhigh_med,three_two_big,unacc
vhigh,med,three,four,small,low,vhigh_med,three_four_small,unacc
vhigh,med,three,four,small,med,vhigh_med,three_four_small,unacc
vhigh,med,three,four,small,high,vhigh_med,three_four_small,acc
vhigh,med,three,four,med,low,vhigh_med,three_four_med,unacc
vhigh,med,three,four,med,med,vhigh_med,three_four_med,unacc
vhigh,med,three,four,med,high,vhigh_med,three_four_med,acc
vhigh,med,three,four,big,low,vhigh_med,three_four_big,unacc
vhigh,med,three,four,big,med,vhigh_med,three_four_big,acc
vhigh,med,three,four,big,high,vhigh_med,three_four_big,acc
vhigh,med,three,more,small,low,vhigh_med,three_more_small,unacc
vhigh,med,three,more,small,med,vhigh_med,three_more_small,unacc
vhigh,med,three,more,small,high,vhigh_med,three_more_small,acc
vhigh,med,three,more,med,low,vhigh_med,three_more_med,unacc
vhigh,med,three,more,med,med,vhigh_med,three_more_med,acc
vhigh,med,three,more,med,high,vhigh_med,three_more_med,acc
vhigh,med,three,more,big,low,vhigh_med,three_more_big,unacc
vhigh,med,three,more,big,med,vhigh_med,three_more_big,acc
vhigh,med,three,more,big,high,vhigh_med,three_more_big,acc
vhigh,med,four,two,small,low,vhigh_med,four_two_small,unacc
vhigh,med,four,two,small,med,vhigh_med,four_two_small,unacc
vhigh,med,four,two,small,high,vhigh_med,four_two_small,unacc
vhigh,med,four,two,med,low,vhigh_med,four_two_med,unacc
vhigh,med,four,two,med,med,vhigh_med,four_two_med,unacc
vhigh,med,four,two,med,high,vhigh_med,four_two_med,unacc
vhigh,med,four,two,big,low,vhigh_med,four_two_big,unacc
vhigh,med,four,two,big,med,vhigh_med,four_two_big,unacc
vhigh,med,four,two,big,high,vhigh_med,four_two_big,unacc
vhigh,med,four,four,small,low,vhigh_med,four_four_small,unacc
vhigh,med,four,four,small,med,vhigh_med,four_four_small,unacc
vhigh,med,four,four,small,high,vhigh_med,four_four_small,acc
vhigh,med,four,four,med,low,vhigh_med,four_four_med,unacc
vhigh,med,four,four,med,med,vhigh_med,four_four_med,acc
vhigh,med,four,four,med,high,vhigh_med,four_four_med,acc
vhigh,med,four,four,big,low,vhigh_med,four_four_big,unacc
vhigh,med,four,four,big,med,vhigh_med,four_four_big,acc
vhigh,med,four,four,big,high,vhigh_med,four_four_big,acc
vhigh,med,four,more,small,low,vhigh_med,four_more_small,unacc
vhigh,med,four,more,small,med,vhigh_med,four_more_small,unacc
vhigh,med,four,more,small,high,vhigh_med,four_more_small,acc
vhigh,med,four,more,med,low,vhigh_med,four_more_med,unacc
vhigh,med,four,more,med,med,vhigh_med,four_more_med,acc
vhigh,med,four,more,med,high,vhigh_med,four_more_med,acc
vhigh,med,four,more,big,low,vhigh_med,four_more_big,unacc
vhigh,med,four,more,big,med,vhigh_med,four_more_big,acc
vhigh,med,four,more,big,high,vhigh_med,four_more_big,acc
vhigh,med,five_or_more,two,small,low,vhigh_med,five_or_more_two_small,unacc
vhigh,med,five_or_more,two,small,med,vhigh_med,five_or_more_two_small,unacc
vhigh,med,five_or_more,two,small,high,vhigh_med,five_or_more_two_small,unacc
vhigh,med,five_or_more,two,med,low,vhigh_med,five_or_more_two_med,unacc
vhigh,med,five_or_more,two,med,med,vhigh_med,five_or_more_two_med,unacc
vhigh,med,five_or_more,two,med,high,vhigh_med,five_or_more_two_med,unacc
vhigh,med,five_or_more,two,big,low,vhigh_med,five_or_more_two_big,unacc
vhigh,med,five_or_more,two,big,med,vhigh_med,five_or_more_two_big,unacc
vhigh,med,five_or_more,two,big,high,vhigh_med,five_or_more_two_big,unacc
vhigh,med,five_or_more,four,small,low,vhigh_med,five_or_more_four_small,unacc
vhigh,med,five_or_more,four,small,med,vhigh_med,five_or_more_four_small,unacc
vhigh,med,five_or_more,four,small,high,vhigh_med,five_or_more_four_small,acc
vhigh,med,five_or_more,four,med,low,vhigh_med,five_or_more_four_med,unacc
vhigh,med,five_or_more,four,med,med,vhigh_med,five_or_more_four_med,acc
vhigh,med,five_or_more,four,med,high,vhigh_med,five_or_more_four_med,acc
vhigh,med,five_or_more,four,big,low,vhigh_med,five_or_more_four_big,unacc
vhigh,med,five_or_more,four,big,med,vhigh_med,five_or_more_four_big,acc
vhigh,med,five_or_more,four,big,high,vhigh_med,five_or_more_four_big,acc
vhigh,med,five_or_more,more,small,low,vhigh_med,five_or_more_more_small,unacc
vhigh,med,five_or_more,more,small,med,vhigh_med,five_or_more_more_small,unacc
vhigh,med,five_or_more,more,small,high,vhigh_med,five_or_more_more_small,acc
vhigh,med,five_or_more,more,med,low,vhigh_med,five_or_more_more_med,unacc
vhigh,med,five_or_more,more,med,med,vhigh_med,five_or_more_more_med,acc
vhigh,med,five_or_more,more,med,high,vhigh_med,five_or_more_more_med,acc
vhigh,med,five_or_more,more,big,low,vhigh_med,five_or_more_more_big,unacc
vhigh,med,five_or_more,more,big,med,vhigh_med,five_or_more_more_big,acc
vhigh,med,five_or_more,more,big,high,vhigh_med,five_or_more_more_big,acc
vhigh,low,two,two,small,low,vhigh_low,two_two_small,unacc
vhigh,low,two,two,small,med,vhigh_low,two_two_small,unacc
vhigh,low,two,two,small,high,vhigh_low,two_two_small,unacc
vhigh,low,two,two,med,low,vhigh_low,two_two_med,unacc
vhigh,low,two,two,med,med,vhigh_low,two_two_med,unacc
vhigh,low,two,two,med,high,vhigh_low,two_two_med,unacc
vhigh,low,two,two,big,low,vhigh_low,two_two_big,unacc
vhigh,low,two,two,big,med,vhigh_low,two_two_big,unacc
vhigh,low,two,two,big,high,vhigh_low,two_two_big,unacc
vhigh,low,two,four,small,low,vhigh_low,two_four_small,unacc
vhigh,low,two,four,small,med,vhigh_low,two_four_small,unacc
vhigh,low,two,four,small,high,vhigh_low,two_four_small,acc
vhigh,low,two,four,med,low,vhigh_low,two_four_med,unacc
vhigh,low,two,four,med,med,vhigh_low,two_four_med,unacc
vhigh,low,two,four,med,high,vhigh_low,two_four_med,acc
vhigh,low,two,four,big,low,vhigh_low,two_four_big,unacc
vhigh,low,two,four,big,med,vhigh_low,two_four_big,acc
vhigh,low,two,four,big,high,vhigh_low,two_four_big,acc
vhigh,low,two,more,small,low,vhigh_low,two_more_small,unacc
vhigh,low,two,more,small,med,vhigh_low,two_more_small,unacc
vhigh,low,two,more,small,high,vhigh_low,two_more_small,unacc
vhigh,low,two,more,med,low,vhigh_low,two_more_med,unacc
vhigh,low,two,more,med,med,vhigh_low,two_more_med,unacc
vhigh,low,two,more,med,high,vhigh_low,two_more_med,acc
vhigh,low,two,more,big,low,vhigh_low,two_more_big,unacc
vhigh,low,two,more,big,med,vhigh_low,two_more_big,acc
vhigh,low,two,more,big,high,vhigh_low,two_more_big,acc
vhigh,low,three,two,small,low,vhigh_low,three_two_small,unacc
vhigh,low,three,two,small,med,vhigh_low,three_two_small,unacc
vhigh,low,three,two,small,high,vhigh_low,three_two_small,unacc
vhigh,low,three,two,med,low,vhigh_low,three_two_med,unacc
vhigh,low,three,two,med,med,vhigh_low,three_two_med,unacc
vhigh,low,three,two,med,high,vhigh_low,three_two_med,unacc
vhigh,low,three,two,big,low,vhigh_low,three_two_big,unacc
vhigh,low,three,two,big,med,vhigh_low,three_two_big,unacc
vhigh,low,three,two,big,high,vhigh_low,three_two_big,unacc
vhigh,low,three,four,small,low,vhigh_low,three_four_small,unacc
vhigh,low,three,four,small,med,vhigh_low,three_four_small,unacc
vhigh,low,three,four,small,high,vhigh_low,three_four_small,acc
vhigh,low,three,four,med,low,vhigh_low,three_four_med,unacc
vhigh,low,three,four,med,med,vhigh_low,three_four_med,unacc
vhigh,low,three,four,med,high,vhigh_low,three_four_med,acc
vhigh,low,three,four,big,low,vhigh_low,three_four_big,unacc
vhigh,low,three,four,big,med,vhigh_low,three_four_big,acc
vhigh,low,three,four,big,high,vhigh_low,three_four_big,acc
vhigh,low,three,more,small,low,vhigh_low,three_more_small,unacc
vhigh,low,three,more,small,med,vhigh_low,three_more_small,unacc
vhigh,low,three,more,small,high,vhigh_low,three_more_small,acc
vhigh,low,three,more,med,low,vhigh_low,three_more_med,unacc
vhigh,low,three,more,med,med,vhigh_low,three_more_med,acc
vhigh,low,three,more,med,high,vhigh_low,three_more_med,acc
vhigh,low,three,more,big,low,vhigh_low,three_more_big,unacc
vhigh,low,three,more,big,med,vhigh_low,three_more_big,acc
vhigh,low,three,more,big,high,vhigh_low,three_more_big,acc
vhigh,low,four,two,small,low,vhigh_low,four_two_small,unacc
vhigh,low,four,two,small,med,vhigh_low,four_two_small,unacc
vhigh,low,four,two,small,high,vhigh_low,four_two_small,unacc
vhigh,low,four,two,med,low,vhigh_low,four_two_med,unacc
vhigh,low,four,two,med,med,vhigh_low,four_two_med,unacc
vhigh,low,four,two,med,high,vhigh_low,four_two_med,unacc
vhigh,low,four,two,big,low,vhigh_low,four_two_big,unacc
vhigh,low,four,two,big,med,vhigh_low,four_two_big,unacc
vhigh,low,four,two,big,high,vhigh_low,four_two_big,unacc
vhigh,low,four,four,small,low,vhigh_low,four_four_small,unacc
vhigh,low,four,four,small,med,vhigh_low,four_four_small,unacc
vhigh,low,four,four,small,high,vhigh_low,four_four_small,acc
vhigh,low,four,four,med,low,vhigh_low,four_four_med,unacc
vhigh,low,four,four,med,med,vhigh_low,four_four_med,acc
vhigh,low,four,four,med,high,vhigh_low,four_four_med,acc
vhigh,low,four,four,big,low,vhigh_low,four_four_big,unacc
vhigh,low,four,four,big,med,vhigh_low,four_four_big,acc
vhigh,low,four,four,big,high,vhigh_low,four_four_big,acc
